country,year,sex,measure,category,method,unit,value
Ukraine,2019,Male,Life expectancy,Total,,Years,68.9
Ukraine,2018,Male,Life expectancy,Total,,Years,68.6
Ukraine,2017,Male,Life expectancy,Total,,Years,69.1
Ukraine,2016,Male,Life expectancy,Total,,Years,68.5
Ukraine,2015,Male,Life expectancy,Total,,Years,67.7
Ukraine,2024,Female,Life expectancy,Total,,Years,79.4
Ukraine,2023,Female,Life expectancy,Total,,Years,80.2
Ukraine,2022,Female,Life expectancy,Total,,Years,79.4
Ukraine,2021,Female,Life expectancy,Total,,Years,76
Ukraine,2020,Female,Life expectancy,Total,,Years,78
Ukraine,2019,Female,Life expectancy,Total,,Years,78.7
Ukraine,2024,Total,Life expectancy,Total,,Years,74.7
Ukraine,2023,Total,Life expectancy,Total,,Years,73.4
Ukraine,2022,Total,Life expectancy,Total,,Years,72.7
Ukraine,2021,Total,Life expectancy,Total,,Years,71.6
Ukraine,2020,Total,Life expectancy,Total,,Years,73.3
Ukraine,2019,Total,Life expectancy,Total,,Years,73.9
Ukraine,2018,Total,Life expectancy,Total,,Years,73.6
Ukraine,2017,Total,Life expectancy,Total,,Years,74
Ukraine,2016,Total,Life expectancy,Total,,Years,73.4
Ukraine,2015,Total,Life expectancy,Total,,Years,72.7
Ukraine,2024,Male,Life expectancy,Total,,Years,69.8
Australia,2024,Male,Life expectancy,Total,,Years,81.1
Austria,2024,Male,Life expectancy,Total,,Years,79.8
Belgium,2024,Male,Life expectancy,Total,,Years,80.3
Canada,2024,Male,Life expectancy,Total,,Years,80
Chile,2024,Male,Life expectancy,Total,,Years,78.9
Colombia,2024,Male,Life expectancy,Total,,Years,73.9
Costa Rica,2024,Male,Life expectancy,Total,,Years,78.4
Czechia,2024,Male,Life expectancy,Total,,Years,77.1
Denmark,2024,Male,Life expectancy,Total,,Years,80.2
Estonia,2024,Male,Life expectancy,Total,,Years,75.1
Finland,2024,Male,Life expectancy,Total,,Years,79.6
France,2024,Male,Life expectancy,Total,,Years,80.2
Germany,2024,Male,Life expectancy,Total,,Years,78.9
Greece,2024,Male,Life expectancy,Total,,Years,79.4
Hungary,2024,Male,Life expectancy,Total,,Years,73.7
Iceland,2024,Male,Life expectancy,Total,,Years,81.1
Ireland,2024,Male,Life expectancy,Total,,Years,81.4
Israel,2016,Total,Life expectancy,Total,,Years,82.5
Italy,2024,Male,Life expectancy,Total,,Years,81.6
Japan,2024,Male,Life expectancy,Total,,Years,81.1
Korea,2024,Male,Life expectancy,Total,,Years,80.8
Latvia,2024,Male,Life expectancy,Total,,Years,71.4
Lithuania,2024,Male,Life expectancy,Total,,Years,73
Luxembourg,2024,Male,Life expectancy,Total,,Years,81
Mexico,2024,Male,Life expectancy,Total,,Years,72.4
Netherlands,2024,Male,Life expectancy,Total,,Years,80.5
New Zealand,2024,Male,Life expectancy,Total,,Years,80.4
Norway,2024,Male,Life expectancy,Total,,Years,81.6
Poland,2024,Male,Life expectancy,Total,,Years,74.8
Portugal,2024,Male,Life expectancy,Total,,Years,79.7
Slovak Republic,2024,Male,Life expectancy,Total,,Years,75.2
Slovenia,2021,Total,Life expectancy,Total,,Years,80.6
Spain,2021,Total,Life expectancy,Total,,Years,83
Sweden,2024,Total,Life expectancy,Total,,Years,83.8
Switzerland,2022,Total,Life expectancy,Total,,Years,83.5
Türkiye,2016,Total,Life expectancy,Total,,Years,78
United Kingdom,2024,Male,Life expectancy,Total,,Years,79.4
United States,2024,Male,Life expectancy,Total,,Years,76.5
Argentina,2024,Male,Life expectancy,Total,,Years,75
Brazil,2023,Male,Life expectancy,Total,,Years,72.8
Bulgaria,2023,Male,Life expectancy,Total,,Years,71.9
China (People’s Republic of),2023,Male,Life expectancy,Total,,Years,75.2
Croatia,2023,Male,Life expectancy,Total,,Years,75.4
India,2023,Male,Life expectancy,Total,,Years,70.5
Indonesia,2023,Male,Life expectancy,Total,,Years,69
Peru,2023,Male,Life expectancy,Total,,Years,74.6
Romania,2023,Male,Life expectancy,Total,,Years,72.6
Russia,2021,Female,Life expectancy,Total,,Years,74.5
South Africa,2023,Female,Life expectancy,Total,,Years,69.6
Thailand,2023,Female,Life expectancy,Total,,Years,80.9
Ukraine,2023,Male,Life expectancy,Total,,Years,66.9
