country,year,sex,measure,category,method,unit,value
Lithuania,2018,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.8
Lithuania,2019,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.9
Lithuania,2019,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,771
Lithuania,2019,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,22.4
Lithuania,2019,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.5
Lithuania,2019,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,134.2
Lithuania,2019,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,80.3
Lithuania,2019,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,25.9
Lithuania,2019,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,32.2
Lithuania,2019,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,66.2
Lithuania,2019,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,8.7
Lithuania,2019,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,4.3
Lithuania,2019,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,374.4
Lithuania,2019,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,11.8
Lithuania,2019,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,30.3
Lithuania,2020,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,35
Lithuania,2020,Male,Mortality,Diseases of the blood and blood-forming organs,Standardised rate,Deaths per 100 000 inhabitants,1.9
Lithuania,2020,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,12.3
Lithuania,2020,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,379.2
Lithuania,2020,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,3.3
Lithuania,2020,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,11.9
Lithuania,2020,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,68.1
Lithuania,2020,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,39.1
Lithuania,2020,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,31.1
Lithuania,2020,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,101.9
Lithuania,2020,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,90
Lithuania,2020,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,137.2
Lithuania,2020,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.4
Lithuania,2020,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,26.2
Lithuania,2020,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,850
Lithuania,2021,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.7
Lithuania,2021,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,846.2
Lithuania,2021,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,25.7
Lithuania,2021,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,3
Lithuania,2021,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,129.5
Lithuania,2021,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,89.9
Lithuania,2021,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,279.7
Lithuania,2021,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,25.6
Lithuania,2021,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,36.7
Lithuania,2021,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,56.8
Lithuania,2021,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,11.8
Lithuania,2021,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,3.3
Lithuania,2021,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,348.9
Lithuania,2021,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,10.5
Lithuania,2021,Male,Mortality,Diseases of the blood and blood-forming organs,Standardised rate,Deaths per 100 000 inhabitants,1.9
Lithuania,2021,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,33.9
Lithuania,2022,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,31.2
Lithuania,2022,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,1.5
Lithuania,2022,Male,Mortality,Diseases of the blood and blood-forming organs,Standardised rate,Deaths per 100 000 inhabitants,2.5
Lithuania,2022,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,12
Lithuania,2022,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,348.1
Lithuania,2022,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.9
Lithuania,2022,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,14.4
Lithuania,2022,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,61.1
Lithuania,2022,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,28.9
Lithuania,2022,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,31.7
Lithuania,2022,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,112.6
Lithuania,2022,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,85.7
Lithuania,2022,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,124.4
Lithuania,2022,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.4
Lithuania,2022,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,22.3
Lithuania,2022,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,810.6
Lithuania,2023,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,697
Lithuania,2023,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,21.9
Lithuania,2023,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.5
Lithuania,2023,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,118.4
Lithuania,2023,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,77.3
Lithuania,2023,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,24.3
Lithuania,2023,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,32.8
Lithuania,2023,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,24.7
Lithuania,2023,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,55.5
Lithuania,2023,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,14.5
Lithuania,2023,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,3.6
Lithuania,2023,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,342.1
Lithuania,2023,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,9.7
Lithuania,2023,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,2.4
Lithuania,2023,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,30.4
Lithuania,2024,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,31.8
Lithuania,2024,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,1.7
Lithuania,2024,Male,Mortality,Diseases of the blood and blood-forming organs,Standardised rate,Deaths per 100 000 inhabitants,2.6
Lithuania,2024,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,9.9
Lithuania,2024,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,343.7
Lithuania,2024,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,4
Lithuania,2024,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,16.4
Lithuania,2024,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,62.7
Lithuania,2024,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,29
Lithuania,2024,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,31.6
Lithuania,2024,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,11.1
Lithuania,2024,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,80.3
Lithuania,2024,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,118.8
Lithuania,2024,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.5
Lithuania,2024,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,23.8
Lithuania,2024,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,676.4
Slovenia,2015,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,16.4
Slovenia,2015,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,21.1
Slovenia,2015,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,369.9
Slovenia,2015,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,387.8
Slovenia,2015,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,20.6
Slovenia,2015,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,6.9
Slovenia,2015,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2
Slovenia,2015,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,82.3
Slovenia,2015,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,23.8
Slovenia,2015,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,93.7
Slovenia,2015,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,49.7
Slovenia,2015,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,20.7
Slovenia,2016,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,24
Slovenia,2016,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,48.5
Slovenia,2016,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,92.2
Slovenia,2016,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,24.4
Slovenia,2016,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,73.8
Slovenia,2016,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2
Slovenia,2016,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.4
Slovenia,2016,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,5.7
Slovenia,2016,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,19.8
Slovenia,2016,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,372
Slovenia,2016,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,362.6
Slovenia,2016,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,17.7
Slovenia,2016,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,12.7
Slovenia,2017,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,10.9
Slovenia,2017,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,19.4
Slovenia,2017,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,358.3
Slovenia,2017,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,380.2
Slovenia,2017,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,31.5
Slovenia,2017,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,4.4
Slovenia,2017,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.1
Slovenia,2017,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,1.8
Slovenia,2017,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,76.2
Slovenia,2017,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,27.3
Slovenia,2017,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,95.6
Slovenia,2017,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,51.8
Slovenia,2017,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,26.8
Slovenia,2018,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,27.5
Slovenia,2018,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,48.6
Slovenia,2018,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,87
Slovenia,2018,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,35
Slovenia,2018,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,62.7
Slovenia,2018,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,0.1
Slovenia,2018,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,1.9
Slovenia,2018,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.8
Slovenia,2018,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,5.3
Slovenia,2018,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,36.2
Slovenia,2018,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,372
Slovenia,2018,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,361.1
Slovenia,2018,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,16.8
Slovenia,2018,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.5
Slovenia,2018,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,10.4
Slovenia,2019,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,6.4
Slovenia,2019,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.5
Slovenia,2019,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,21.2
Slovenia,2019,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,332.9
Slovenia,2019,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,334.2
Slovenia,2019,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,33
Slovenia,2019,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,4.3
Slovenia,2019,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,3.6
Slovenia,2019,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,0.1
Slovenia,2019,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,53.1
Slovenia,2019,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,38.3
Slovenia,2019,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,88.6
Slovenia,2019,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,44.1
Slovenia,2019,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,36.5
Slovenia,2020,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,29.8
Slovenia,2020,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,47.5
Slovenia,2020,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,92.9
Slovenia,2020,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,30.6
Slovenia,2020,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,47.5
Slovenia,2020,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.9
Slovenia,2020,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.6
Slovenia,2020,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,5.9
Slovenia,2020,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,41.1
Slovenia,2020,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,323.5
Slovenia,2020,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,334.4
Slovenia,2020,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,23.9
Slovenia,2020,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,8.4
Slovenia,2020,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,162.8
Slovenia,2021,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,172
Slovenia,2021,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,4.3
Slovenia,2021,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,27.5
Slovenia,2021,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,336
Slovenia,2021,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,333.5
Slovenia,2021,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,43.5
Slovenia,2021,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,5.8
Slovenia,2021,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.6
Slovenia,2021,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,1.9
Slovenia,2021,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,0.2
Slovenia,2021,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,35.4
Slovenia,2021,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,35.1
Slovenia,2021,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,98.9
Slovenia,2021,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,43.6
Slovenia,2021,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,27.4
Slovenia,2022,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,26.9
Slovenia,2022,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,38.7
Slovenia,2022,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,106.8
Slovenia,2022,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,31.4
Slovenia,2022,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,35
Slovenia,2022,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,0.1
Slovenia,2022,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.7
Slovenia,2022,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,2.9
Slovenia,2022,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,4.2
Slovenia,2022,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,42.9
Slovenia,2022,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,299.8
Slovenia,2022,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,329.2
Slovenia,2022,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,17.3
Slovenia,2022,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.9
Slovenia,2022,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,2.8
Slovenia,2022,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,131.3
Slovenia,2023,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,35.4
Slovenia,2023,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,2.9
Slovenia,2023,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,18
Slovenia,2023,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,335.5
Slovenia,2023,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,311
Slovenia,2023,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,48.3
Slovenia,2023,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,5
Slovenia,2023,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,4.7
Slovenia,2023,Male,Mortality,"Congenital malformations, deformations and chromosomal abnormalities",Standardised rate,Deaths per 100 000 inhabitants,2.2
Slovenia,2023,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,36.4
Slovenia,2023,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,30.2
Slovenia,2023,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,90.7
Slovenia,2023,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,36.8
Slovenia,2023,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,36
Slovenia,2024,Male,Mortality,Mental and behavioural disorders,Standardised rate,Deaths per 100 000 inhabitants,33.9
Slovenia,2024,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,35.9
Slovenia,2024,Male,Mortality,External causes of mortality,Standardised rate,Deaths per 100 000 inhabitants,84.6
Slovenia,2024,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,34.9
Slovenia,2024,Male,Mortality,Diseases of the respiratory system,Standardised rate,Deaths per 100 000 inhabitants,42.5
Slovenia,2024,Male,Mortality,Diseases of the skin and subcutaneous tissue,Standardised rate,Deaths per 100 000 inhabitants,0.2
Slovenia,2024,Male,Mortality,Diseases of the musculoskeletal system and connective tissue,Standardised rate,Deaths per 100 000 inhabitants,3.6
Slovenia,2024,Male,Mortality,Certain infectious and parasitic diseases,Standardised rate,Deaths per 100 000 inhabitants,4.9
Slovenia,2024,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,44.4
Slovenia,2024,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,299
Slovenia,2024,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,333.7
Slovenia,2024,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,17
Slovenia,2024,Male,Mortality,Codes for special purposes: COVID-19,Standardised rate,Deaths per 100 000 inhabitants,15.4
Czechia,2015,Male,Mortality,Diseases of the digestive system,Standardised rate,Deaths per 100 000 inhabitants,54.1
Czechia,2015,Male,Mortality,Certain conditions originating in the perinatal period,Standardised rate,Deaths per 100 000 inhabitants,1.9
Czechia,2015,Male,Mortality,Diseases of the genitourinary system,Standardised rate,Deaths per 100 000 inhabitants,16.3
Czechia,2015,Male,Mortality,Diseases of the nervous system,Standardised rate,Deaths per 100 000 inhabitants,32.8
Czechia,2015,Male,Mortality,"Symptoms, signs, ill-defined causes",Standardised rate,Deaths per 100 000 inhabitants,18.7
Czechia,2015,Male,Mortality,"Endocrine, nutritional and metabolic diseases",Standardised rate,Deaths per 100 000 inhabitants,48.8
Czechia,2015,Male,Mortality,Neoplasms,Standardised rate,Deaths per 100 000 inhabitants,325.8
Czechia,2015,Male,Mortality,Diseases of the circulatory system,Standardised rate,Deaths per 100 000 inhabitants,591.8
